Authors,Author(s) ID,Title,Year,Source title,Volume,Issue,Art. No.,Page start,Page end,Page count,Cited by,DOI,Link,Affiliations,Authors with affiliations,Abstract,Author Keywords,Index Keywords,Document Type,Publication Stage,Access Type,Source,EID
"Sadahiro Y.","7004097480;","Buffer operation on spatial data with limited accuracy",2005,"Transactions in GIS","9","3",,"323","344",,4,"10.1111/j.1467-9671.2005.00221.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745289101&doi=10.1111%2fj.1467-9671.2005.00221.x&partnerID=40&md5=6ab1d230fff7011c2d6a10d94e29cc41","Department of Urban Engineering, University of Tokyo, 7-3-1 Hongo, Bungyo-ku, Tokyo 113-8656, Japan","Sadahiro, Y., Department of Urban Engineering, University of Tokyo, 7-3-1 Hongo, Bungyo-ku, Tokyo 113-8656, Japan","The quality of spatial data is limited by the accuracy of their sources such as paper maps and satellite images. It is also reduced by errors in map digitization and photo interpretation. Spatial operations performed on spatial data such as map overlay, buffer operations and spatial smoothing, do not always work correctly because their accuracy depends on the quality of spatial data. The present paper evaluates the accuracy of the buffer operation on a point and a line segment in relation to the positional accuracy of spatial data. Two quantitative measures are introduced to assess the accuracy of the buffer operation. Their explicit forms are derived for a point, and a condition is presented where the measures can be evaluated efficiently by numerical calculation. Applications provide empirical findings that deepen our understanding of the relationship between the accuracy of spatial data and that of the buffer operation. © Blackwell Publishing Ltd. 2005.",,"accuracy assessment; digital map; digitization; error analysis; GIS; spatial data",Article,"Final",,Scopus,2-s2.0-33745289101
"Proctor S.P., Gopal S., Imai A., Wolfe J., Ozonoff D., White R.F.","34572029800;7005988636;14019701600;35417440700;7004479282;7501423339;","Spatial analysis of 1991 Gulf War troop locations in relationship with postwar health symptom reports using GIS techniques",2005,"Transactions in GIS","9","3",,"381","396",,3,"10.1111/j.1467-9671.2005.00223.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745283396&doi=10.1111%2fj.1467-9671.2005.00223.x&partnerID=40&md5=27ac34324b104a50c10ed30801e08b13","Boston Environmental Hazards Center, VA Boston Healthcare System, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; Department of Geography, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; Schools of Medicine and Public Health, Boston University, VA Boston Healthcare System, 150 South Huntington Avenue, Boston, MA 02130, United States","Proctor, S.P., Boston Environmental Hazards Center, VA Boston Healthcare System, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; Gopal, S., Department of Geography, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; Imai, A., Department of Geography, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; Wolfe, J., Schools of Medicine and Public Health, Boston University, VA Boston Healthcare System, 150 South Huntington Avenue, Boston, MA 02130, United States; Ozonoff, D., Boston Environmental Hazards Center, VA Boston Healthcare System, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States; White, R.F., Boston Environmental Hazards Center, VA Boston Healthcare System, Boston University, 150 South Huntington Avenue, Boston, MA 02130, United States","Spatial autocorrelation analysis was used to identify spatial patterns of 1991 Gulf War (GW) troop locations in relationship to subsequent postwar diagnosis of chronic multisymptom illness (CMI). Criteria for the diagnosis of CMI include reporting from at least two of three symptom clusters: fatigue, musculoskeletal pain, and mood and cognition. A GIS-based methodology was used to examine associations between potential hazardous exposures or deployment situations and postwar health outcomes using troop location data as a surrogate. GW veterans from the Devens Cohort Study were queried about specific symptoms approximately four years after the 1991 deployment to the Persian Gulf. Global and local statistics were calculated using the Moran's I and G statistics for six selected date periods chosen a priori to mark important GW-service events or exposure scenarios among 173 members of the cohort. Global Moran's I statistics did not detect global spatial patterns at any of the six specified data periods, thus, indicating there is no significant spatial autocorrelation of locations over the entire Gulf region for veterans meeting criteria for severe postwar CMI. However, when applying local G* and local Moran's I statistics, significant spatial clusters (primarily in the coastal Dammam/Dharhan and the central inland areas of Saudi Arabia) were identified for several of the selected time periods. Further study using GIS techniques, coupled with epidemiological methods, to examine spatial and temporal patterns with larger sample sizes of GW veterans is warranted to ascertain if the observed spatial patterns can be confirmed. © Blackwell Publishing Ltd. 2005.",,"autocorrelation; GIS; health monitoring; post-war; spatial analysis; temporal analysis; Arabian Sea; Indian Ocean; Persian Gulf",Article,"Final",,Scopus,2-s2.0-33745283396
"Arnold L.M., Wright G.L.","7202014215;7402848454;","Analysing product-specific behaviour to support process dependent updates in a dynamic spatial updating model",2005,"Transactions in GIS","9","3",,"397","419",,4,"10.1111/j.1467-9671.2005.00224.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745278568&doi=10.1111%2fj.1467-9671.2005.00224.x&partnerID=40&md5=0b6438cbbd763ea88905831dca3bd56c","Department of Spatial Sciences, Curtin University of Technology, GPO Box U1987, Perth, WA 6001, Australia","Arnold, L.M., Department of Spatial Sciences, Curtin University of Technology, GPO Box U1987, Perth, WA 6001, Australia; Wright, G.L., Department of Spatial Sciences, Curtin University of Technology, GPO Box U1987, Perth, WA 6001, Australia","A scale-independent database that allows derived maps to be dynamically updated from a centrally maintained data source is an appealing alternative to traditional map revision techniques, which by today's standards are costly and inefficient. This paper presents a dynamic spatial updating model that supports automated updating of non-standard maps in a scale-independent database-centric map production environment. Maps derived from the database are not separate data sets, but rather active views of the database. Each derived map is displayed in a unique way by implementing cartographic operations at the map level. While the operations applied require user involvement for strategic cartographic decisions, and algorithmic initiation and control, the technique allows geographic data to be processed cartographically without affecting the geometric integrity of the database. Each time a derived map is opened it retrieves the spatial data (and updates) from the database and applies the unique cartographic representation methods that persist on the individual derived maps. Database updates are automatically triggered to cartographic products, as process dependent updates, according to their individual product-specific behaviour. This paper investigates product-specific behaviour (product multiplicities) and the cartographic processing requirements to support dynamic spatial updating techniques in an object-oriented map publishing environment. These techniques are implemented in an off-the-shelf software environment using ArcGIS. © Blackwell Publishing Ltd. 2005.",,"cartography; database; digital map; map; software; spatial analysis; spatial data",Article,"Final",,Scopus,2-s2.0-33745278568
"Friis-Christensen A., Jensen C.S., Nytun J.P., Skogan D.","8090339700;35453638700;6505573354;6504821741;","A conceptual schema language for the management of multiple representations of geographic entities",2005,"Transactions in GIS","9","3",,"345","380",,6,"10.1111/j.1467-9671.2005.00222.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745270064&doi=10.1111%2fj.1467-9671.2005.00222.x&partnerID=40&md5=6f779c3eb0783130143b366472fd4e00","Joint Research Center, 21020 Ispra (VA), Italy; Department of Computer Science, Aalborg University, Aalborg, Denmark; Faculty of Engineering, Agder University College, Kristiansand, Norway; SINTEF ICT, Olso, Norway","Friis-Christensen, A., Joint Research Center, 21020 Ispra (VA), Italy; Jensen, C.S., Department of Computer Science, Aalborg University, Aalborg, Denmark; Nytun, J.P., Faculty of Engineering, Agder University College, Kristiansand, Norway; Skogan, D., SINTEF ICT, Olso, Norway","Multiple representation of geographic information occurs when a real-world entity is represented more than once in the same or different databases. This occurs frequently in practice, and it invariably results in the occurrence of inconsistencies among the different representations of the same entity. In this paper, we propose an approach to the modeling of multiple represented entities, which is based on the relationships among the entities and their representations. Central to our approach is the Multiple Representation Schema Language that, by intuitive and declarative means, is used to specify rules that match objects representing the same entity, maintain consistency among these representations, and restore consistency if necessary. The rules configure a Multiple Representation Management System, the aim of which is to manage multiple representations over a number of autonomous federated databases. We present a graphical and a lexical binding to the schema language. The graphical binding is built on an extension to the Unified Modeling Language and the Object Constraint Language. We demonstrate that it is possible to implement the constructs of the schema language in the object-relational model of a commercial RDBMS. © Blackwell Publishing Ltd. 2005.",,"data management; database; GIS; modeling; software",Article,"Final",,Scopus,2-s2.0-33745270064
"Tomai E., Kavouras M.","6602321271;6602225978;","Qualitative linguistic terms and geographic concepts: Quantifiers in definitions",2005,"Transactions in GIS","9","3",,"277","290",,2,"10.1111/j.1467-9671.2005.00219.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745265225&doi=10.1111%2fj.1467-9671.2005.00219.x&partnerID=40&md5=9631ecf68cea484333dad39c5dad2ea8","School of Rural and Surveying Engineering, National Technical University of Athens, Zografos Campus 9, Iroon Polytechniou 15780 Athens, Greece","Tomai, E., School of Rural and Surveying Engineering, National Technical University of Athens, Zografos Campus 9, Iroon Polytechniou 15780 Athens, Greece; Kavouras, M., School of Rural and Surveying Engineering, National Technical University of Athens, Zografos Campus 9, Iroon Polytechniou 15780 Athens, Greece","Definitions of categories in existent geospatial ontologies are an invaluable source of information because they provide us with essential knowledge about concepts and their properties. A closer examination reveals that definitions also contain supplementary linguistic items, which are mainly qualitative expressions, such as quantifiers. This inclusion of modifiers in definitions affects the way values are assigned to the categories' properties (semantic properties and relations). This paper introduces a methodology for: (1) representing the essence of qualitative information to clarify the identity relations among categories; and (2) assessing their semantic similarity in order to disambiguate the taxonomic structure of existent geospatial ontologies. © Blackwell Publishing Ltd. 2005.",,"geographical thought; language; qualitative analysis",Article,"Final",,Scopus,2-s2.0-33745265225
"Li X.","7501704796;","Deriving directional variance from covariance matrix",2005,"Transactions in GIS","9","3",,"443","445",,,"10.1111/j.1467-9671.2005.00226.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745245585&doi=10.1111%2fj.1467-9671.2005.00226.x&partnerID=40&md5=a53ef5a410e107783aa80d8dc6a97b27","Department of Geography, University of Kansas, Lawrecne, KS 66045, United States","Li, X., Department of Geography, University of Kansas, Lawrecne, KS 66045, United States","Directional variance characterizes the dispersion of a sample of directions. The derivation of directional variance, as it has appeared in the directional statistics literature, is from a geometric and intuitive approach. This short note presents a new derivation from the covariance matrix of directions. It provides a connection from directional variance to the covariance matrix of unit vectors. © Blackwell Publishing Ltd. 2005.",,"GIS; matrix; vector",Article,"Final",,Scopus,2-s2.0-33745245585
"Mitchell S.W., Csillag F., Tague C.","8974584100;7004213298;6602800273;","Impacts of spatial partitioning in hydroecological models: Predicting grassland productivity with RHESSys",2005,"Transactions in GIS","9","3",,"421","442",,5,"10.1111/j.1467-9671.2005.00225.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33646160142&doi=10.1111%2fj.1467-9671.2005.00225.x&partnerID=40&md5=3a4c9ae1f088f5b14fbdc163211dbe9f","Department of Geography and Environmental Studies, Carleton University, 1125 Colonel By Drive, Ottawa, Ont. K1S 5B6, Canada; Department of Geography, University of Toronto at Mississauga, Toronto, Ont., Canada; Department of Geography, San Diego State University, San Diego, CA, United States","Mitchell, S.W., Department of Geography and Environmental Studies, Carleton University, 1125 Colonel By Drive, Ottawa, Ont. K1S 5B6, Canada; Csillag, F., Department of Geography, University of Toronto at Mississauga, Toronto, Ont., Canada; Tague, C., Department of Geography, San Diego State University, San Diego, CA, United States","Environmental models constructed with a spatial domain require choices about the representation of space. Decisions in the adaptation of a spatial data model can have significant consequences on the ability to predict environmental function as a result of changes to levels of aggregation of input parameters and scaling issues in the processes being modelled. In some cases, it is possible to construct a systematic framework to evaluate the uncertainty in predictions using different spatial models; in other cases, the realm of possibilities plus the complexity of the environmental model in question may inhibit numeric uncertainty estimates. We demonstrate a range of potential spatial data models to parameterize a landscape-level hydroecological model (RHESSys). The effects of data model choice are illustrated, both in terms of input parameter distributions and resulting ecophysiological predictions. Predicted productivity varied widely, as a function of both the number of modelling units, and of arbitrary decisions such as the origin of a raster grid. It is therefore important to use as much information about the modelled environment as possible. Combinations of adaptive methods to evaluate distributions of input data, plus knowledge of dominant controls of ecosystem processes, can help evaluate potential representations. In this case, variance-based delineation of vegetation patches is shown to improve the ability to intelligently choose a patch distribution that minimizes the number of patches, while maintaining a degree of aggregation that does not overly bias the predictions. © Blackwell Publishing Ltd. 2005.",,"ecological modeling; environmental modeling; GIS; grassland; patch dynamics; prediction; spatial analysis; vegetation",Article,"Final",,Scopus,2-s2.0-33646160142
"Leyk S., Boesch R., Weibel R.","12645613700;22233901200;7005558134;","A conceptual framework for uncertainty investigation in map-based land cover change modelling",2005,"Transactions in GIS","9","3",,"291","322",,47,"10.1111/j.1467-9671.2005.00220.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33244478409&doi=10.1111%2fj.1467-9671.2005.00220.x&partnerID=40&md5=882b19843bdefa2d707d3e6c85a25241","Department of Landscape Inventory, Swiss Federal Research Institute WSL, Zuercherstrasse 111, Birmensdorf, Switzerland; Department of Geography, University of Zurich, Zurich, Switzerland","Leyk, S., Department of Landscape Inventory, Swiss Federal Research Institute WSL, Zuercherstrasse 111, Birmensdorf, Switzerland; Boesch, R., Department of Landscape Inventory, Swiss Federal Research Institute WSL, Zuercherstrasse 111, Birmensdorf, Switzerland; Weibel, R., Department of Geography, University of Zurich, Zurich, Switzerland","Uncertainty research represents a research stream of high interest within the community of geographical information science. Its elements, terminology and typology are still under strong discussion and adopted methods for analysis are currently under intensive development. This paper presents a conceptual framework for systematic investigation of uncertainty which occurs in applications of land cover change modelling in Geographical Information Systems (GIS) based on historical map data. Historical, in this context, means the map is old enough to allow identification of changes in landscape elements of interest, such as vegetation. To date such analyses are rarely conducted or not satisfactorily carried out, despite the fact that historical map data represent a potentially rich information source. The general validity and practicability of the framework for related applications is demonstrated with reference to one example in which forest cover change in Switzerland is investigated. The conceptual model consists of three domains in which main potential sources of uncertainty are systematically exposed. Existing links between data quality research and uncertainty are investigated to access the complex nature of uncertainty and to characterise the most suitable concepts for analysis. In accordance with these concepts appropriate methods and procedures are suggested to assess uncertainty in each domain. One domain is the production-oriented amount of uncertainty which is inherent in the historical map. Vagueness and ambiguity represent suitable concepts for analysis. Transformation-oriented uncertainty as the second domain occurs owing to editing and processing of digital data. Thereby, the suitable concept of uncertainty is error. The third domain is the application-oriented uncertainty which occurs in comparing semantically different data. This domain relates to multi-temporal discord which assumes the assessment of 'equi-temporal' ambiguity and is thus connected to the production-oriented domain. The framework provides an estimation of the overall amount of uncertainty. This can be linked to subsequent assessment of 'fitness for use'. Thus the model provides a practicable and systematic approach to access the complex nature of uncertainty in the scope of land cover change modelling. © Blackwell Publishing Ltd. 2005.",,"conceptual framework; GIS; land cover; map; modeling; uncertainty analysis; Central Europe; Eurasia; Europe; Switzerland",Article,"Final",,Scopus,2-s2.0-33244478409
"McIntosh J., Yuan M.","12759288100;8757635000;","Assessing similarity of geographic processes and events",2005,"Transactions in GIS","9","2",,"223","245",,44,"10.1111/j.1467-9671.2005.00214.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745275192&doi=10.1111%2fj.1467-9671.2005.00214.x&partnerID=40&md5=0803ecd7c9789ad714e46df8d53d9cae","Department of Geography, University of Oklahoma, 100 East Boyd Street, Norman, OK 73019-1007, United States","McIntosh, J., Department of Geography, University of Oklahoma, 100 East Boyd Street, Norman, OK 73019-1007, United States; Yuan, M., Department of Geography, University of Oklahoma, 100 East Boyd Street, Norman, OK 73019-1007, United States","The increased availability of spatiotemporal data collected from satellite imagery and other remote sensors provides opportunities for enhanced analysis of geographic phenomena. Much of the new data includes regular snapshots of the environment. Comparison of these snapshots can provide information about changes to the phenomena of interest. However, conventional GIS data models and analytical tools lack capabilities to adequately handle massive multidimensional data. One of the fundamental tools necessary to meet such challenges is query support to retrieve and summarize data according to dynamic geographic phenomena, such as geographic events and processes, of interest. Such query support depends upon abilities to assess spatiotemporal similarity so that data representing geographic events that exhibit the spatiotemporal characteristics of interest can be identified in a GIS database. To this end, this paper introduces a method to assess similarity of geographic events and processes (such as storms) based on their spatiotemporal characteristics (such as distribution of precipitation). We developed six indices to capture static and dynamic characteristics of geographic events and applied the Dynamic Time Warping method to temporal sequences of the six indices to examine the similarity among these events. With a case study, we demonstrated the proposed indices and method capable of comparing spatiotemporal characteristics of events as recorded in a GIS database and categorizing spatiotemporal data into groups of events according to their behavior in space and time. © Blackwell Publishing Ltd. 2005.",,"assessment method; database; geographical variation; GIS; spatiotemporal analysis",Article,"Final",,Scopus,2-s2.0-33745275192
"Jeong S.-H., Paton N.W., Fernandes A.A.A., Griffiths T.","36984294500;7101820325;7201782110;7102183454;","An experimental performance evaluation of spatio-temporal join strategies",2005,"Transactions in GIS","9","2",,"129","156",,6,"10.1111/j.1467-9671.2005.00210.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745248093&doi=10.1111%2fj.1467-9671.2005.00210.x&partnerID=40&md5=f30d00944bf475bb857fbd1cfa60425c","Samsung SDS, 159-9 Gumi, Bundang, Seongnam, Gyeonggi 463-810, South Korea; Department of Computer Science, University of Manchester, Manchester, United Kingdom","Jeong, S.-H., Samsung SDS, 159-9 Gumi, Bundang, Seongnam, Gyeonggi 463-810, South Korea; Paton, N.W., Department of Computer Science, University of Manchester, Manchester, United Kingdom; Fernandes, A.A.A., Department of Computer Science, University of Manchester, Manchester, United Kingdom; Griffiths, T., Department of Computer Science, University of Manchester, Manchester, United Kingdom","Many applications capture, or make use of, spatial data that changes over time. This requirement for effective and efficient spatio-temporal data management has given rise to a range of research activities relating to spatio-temporal data management. Such work has sought to understand, for example, the requirements of different categories of application, and the modelling facilities that are most effective for these applications. However, at present, there are few systems with fully integrated support for spatio-temporal data, and thus developers must often construct custom solutions for their applications. Developers of both bespoke solutions and of generic spatio-temporal platforms will often need to support the fusion of large spatio-temporal data sets. Supporting such requests in a database setting involves the use of join operations with both spatial and temporal conditions - spatio-temporal joins. However, there has been little work to date on spatio-temporal join algorithms or their evaluation. This paper presents an evaluation of several approaches to the implementation of spatio-temporal joins that build upon widely available indexing techniques. The evaluation explores how several algorithms perform for databases with different spatial and temporal characteristics, with a view to helping developers of generic infrastructures or custom solutions in the selection and development of appropriate spatio-temporal join strategies. © Blackwell Publishing Ltd. 2005.",,"data management; database; GIS; spatial data; spatiotemporal analysis",Article,"Final",,Scopus,2-s2.0-33745248093
"Venteris E.R., Slater B.K.","6603280122;7005198767;","A comparison between contour elevation data sources for DEM creation and soil carbon prediction, coshocton, Ohio",2005,"Transactions in GIS","9","2",,"179","198",,11,"10.1111/j.1467-9671.2005.00212.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745228102&doi=10.1111%2fj.1467-9671.2005.00212.x&partnerID=40&md5=9db52a76f5f168b269f2fb9316d2e5f4","School of Natural Resources, The Ohio State University, Columbus, OH, United States; Ohio Division of Ecological Survey, 2045 Morse Road, Building C, Columbus, OH 43229, United States","Venteris, E.R., School of Natural Resources, The Ohio State University, Columbus, OH, United States, Ohio Division of Ecological Survey, 2045 Morse Road, Building C, Columbus, OH 43229, United States; Slater, B.K., School of Natural Resources, The Ohio State University, Columbus, OH, United States","A raster and vector GIS was created for the North Appalachian Experimental Watershed (NAEW) from legacy (1960) 1:2,400-scale contour maps. The intent of the study was to use terrain data for the spatial modeling of soil organic carbon. It was hypothesized that DEMs derived from these data would be more accurate and therefore more useful for terrain-based soil modeling than those from USGS 1:24,000-scale contour data. Central tasks for this study were to digitally capture the 1:2,400-scale maps, convert digital contour data sources to raster DEMs at multiple resolutions, and derive terrain attributes. A flexible approach was adopted, using software outside of mainstream GIS sources where scientifically or practically advantageous. Elevation contours and streamlines were converted to raster DEMs using ANUDEM. DEMs ranging in resolution from 0.5-30 m were tested for accuracy against precision carrier-phase GPS data. The residual standard deviation was 1.68 meters for the USGS DEM and 0.36 meters for the NAEW DEM. The optimal horizontal resolution for the NAEW DEM was 5 m and for the USGS 10 m. Five and 10 m resolution DEMs from both data sources were tested for carbon prediction. Multiple terrain parameters were derived as proxies for surficial processes. Soil samples (n = 184) were collected on four zero-order watersheds (conventional tillage, no-till, hay and pasture). Multiple least squares regressions (m.l.s.) were used to predict mass C (kg m-2, 30 cm depth) from topographic information. Model residuals were not spatially autocorrelated. Statistically significant topographic parameters were attained most consistently from the 5 m NAEW DEM. However, topography was not a strong predictor of carbon for these watersheds, with r2 ranging from 0.23 to 0.58. © Blackwell Publishing Ltd. 2005.",,"contour map; digital elevation model; GIS; soil carbon; topographic mapping; Coshocton County; North America; Ohio; United States",Article,"Final",,Scopus,2-s2.0-33745228102
"Farhan B., Murray A.T.","57195417661;7401933245;","A GIS-based approach for delineating market areas for park and ride facilities",2005,"Transactions in GIS","9","2",,"91","108",,19,"10.1111/j.1467-9671.2005.00208.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33745192455&doi=10.1111%2fj.1467-9671.2005.00208.x&partnerID=40&md5=932f7e04916a3d3cd44481d93b78ed47","Bank One, Columbus, OH 43240, United States; Department of Geography, The Ohio State University, Columbus, OH 43210, United States","Farhan, B., Bank One, Columbus, OH 43240, United States; Murray, A.T., Department of Geography, The Ohio State University, Columbus, OH 43210, United States","Park-and-ride services are an integral component of many public transit systems in the United States. A necessary step when analyzing and planning for such services is to delineate catchment areas for park-and-ride facilities. Previous approaches for delineating catchment/ market areas are either problematic or have unrealistic data requirements. This paper develops a Geographic Information System (GIS)-based approach for delineating market areas. The detailed approach simultaneously accounts for park-and-ride facility accessibility and user travel direction. It is shown that the developed approach performs better than existing approaches. Further, this paper provides a detailed and formal description of these approaches, which should facilitate interpretation and implementation in a GIS environment. © Blackwell Publishing Ltd. 2005.",,"GIS; park and ride; public transport; transportation planning; North America; United States",Article,"Final",,Scopus,2-s2.0-33745192455
"FitzHugh T.W.","6507292802;","GIS tools for freshwater biodiversity conservation planning",2005,"Transactions in GIS","9","2",,"247","263",,15,"10.1111/j.1467-9671.2005.00215.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-33645964750&doi=10.1111%2fj.1467-9671.2005.00215.x&partnerID=40&md5=2ced0ab39990ef93b8f3bd02b92fe10c","The Nature Conservancy, 120 East Union Avenue, Olympia, WA 98501, United States","FitzHugh, T.W., The Nature Conservancy, 120 East Union Avenue, Olympia, WA 98501, United States","The Nature Conservancy (TNC) has developed a set of customized GIS tools to help ensure that freshwater biodiversity is adequately incorporated into its regional conservation planning efforts. The tools generate GIS data and attributes that support a regional-scale classification of freshwater systems and analysis of the potential integrity of these same systems. They have been implemented by TNC in more than 30 ecoregions across the U.S., and work is expanding to include other parts of the Americas. The tools are now in their second iteration. While the first version of the tools worked only with the RF3 hydrography dataset available in the U.S., the second version is more flexible and will function with a variety of datasets. Future improvements in the tools could include an improved interface and improved algorithms to reduce data pre-processing needs. The GIS tools, documentation, and data from completed ecoregions are now publicly available on the Internet. © Blackwell Publishing Ltd. 2005.",,"biodiversity; conservation planning; freshwater; GIS; regional planning",Article,"Final",,Scopus,2-s2.0-33645964750
"Yao X., Thill J.-C.","55456610500;7003415979;","How far is too far? - A statistical approach to context-contingent proximity modeling",2005,"Transactions in GIS","9","2",,"157","178",,46,"10.1111/j.1467-9671.2005.00211.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-31344438880&doi=10.1111%2fj.1467-9671.2005.00211.x&partnerID=40&md5=5cc6036e61c13cb5178f506c8c5f6402","Department of Geography, University of Georgia, GG Building, Athens, GA 30602-2502, United States; Department of Geography, University at Buffalo, Buffalo, NY, United States","Yao, X., Department of Geography, University of Georgia, GG Building, Athens, GA 30602-2502, United States; Thill, J.-C., Department of Geography, University at Buffalo, Buffalo, NY, United States","Proximity is a fundamental concept in any comprehensive ontology of space (Worboys 2001). The provision of a context-contingent translation mechanism between linguistic proximity measures (e.g. ""near"", ""far"") and metric distance measures is an important topic in current GIS research. After a discussion of context factors that mediate the relationship between linguistic and metric distance measures, we present a statistical approach, Ordered Logit Regression, to the context-contingent proximity modeling. The approach can predict proximity given the corresponding metric distance and context variables. An empirical case study with human subjects is carried out using this statistical approach. Interpretation and predictive accuracy of the empirical case study are discussed. © Blackwell Publishing Ltd. 2005.",,"empirical analysis; GIS; image analysis; numerical model; statistical analysis",Article,"Final",,Scopus,2-s2.0-31344438880
"Cai G., Wang H., MacEachren A.M., Fuhrmann S.","56220481900;8062058000;7004102300;8845593400;","Natural conversational interfaces to geospatial databases",2005,"Transactions in GIS","9","2",,"199","221",,26,"10.1111/j.1467-9671.2005.00213.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-24944576132&doi=10.1111%2fj.1467-9671.2005.00213.x&partnerID=40&md5=0b9f99f526d87a7c65925949dbb26459","School of Information Sciences and Technology, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States; Department of Geography, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States","Cai, G., School of Information Sciences and Technology, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States; Wang, H., School of Information Sciences and Technology, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States; MacEachren, A.M., Department of Geography, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States; Fuhrmann, S., Department of Geography, GeoVISTA Center, Pennsylvania State University, University Park, PA 16802, United States","Natural (spoken) language, combined with gestures and other human modalities, provides a promising alternative for interacting with computers, but such benefit has not been explored for interactions with geographical information systems. This paper presents a conceptual framework for enabling conversational human-GIS interactions. Conversations with a GIS are modeled as human-computer collaborative activities within a task domain. We adopt a mental state view of collaboration and discourse and propose a plan-based computational model for conversational grounding and dialogue generation. At the implementation level, our approach is to introduce a dialogue agent, GeoDialogue, between a user and a geographical information server. GeoDialogue actively recognizes user's information needs, reasons about detailed cartographic and database procedures, and acts cooperatively to assist user's problem solving. GeoDialogue serves as a semantic 'bridge' between the human language and the formal language that a GIS understands. The behavior of such dialogue-assisted human-GIS interfaces is illustrated through a scenario simulating a session of emergency response during a hurricane event. © Blackwell Publishing Ltd. 2005.",,"computer system; conceptual framework; database; GIS; software",Article,"Final",,Scopus,2-s2.0-24944576132
"Jones M., Taylor G.","55793189320;55454298300;","Data Integration issues for a farm decision support system",2004,"Transactions in GIS","8","4",,"459","477",,3,"10.1111/j.1467-9671.2004.00196.x","https://www.scopus.com/inward/record.uri?eid=2-s2.0-4644371876&doi=10.1111%2fj.1467-9671.2004.00196.x&partnerID=40&md5=efdd2d246fc5eb45972afaa7dfadb14b","School of Computing, University of Glamorgan, Pontypridd, United Kingdom","Jones, M., School of Computing, University of Glamorgan, Pontypridd, United Kingdom; Taylor, G., School of Computing, University of Glamorgan, Pontypridd, United Kingdom","This paper explores data integration and compatibility issues raised during the development of a prototype spatial decision support system (SDSS) as a support tool for the farm manager of the University of Central Lancashire's farm at Newton Rigg and as a teaching resource for staff and students on campus. Metadata concerns and interoperability problems are addressed in detail. The paper outlines the proposed model for the SDSS and issues identified during the investigation of the users' requirements and the analysis of the underlying spatial data sets. The initial data issues relate to the identification of existing and missing data sets (Parker et al. 1996) and the creation of metadata describing the data sets. The second area to be explored concerns interoperability issues. This is relevant when users must access more than one dataset using distributed computing resources (Sondheim et al. 1999). © Blackwell Publishing Ltd. 2004.",,"agricultural management; data set; decision support system; GIS; spatial data",Article,"Final",,Scopus,2-s2.0-4644371876
